source_book,recommended_book,rank,title,author,genre
B0285,BOK_225,10,Village Bells,sandilyan,fiction
B0286,B0286,1,Dark Secrets River,u. r. ananthamurthy,thriller
B0286,B0130,2,The Lean Dusk,u. r. ananthamurthy,business
B0286,B0223,3,AI Revolution Dreams,u. r. ananthamurthy,technology
B0286,B0221,4,Unbroken Soul,u. r. ananthamurthy,biography
B0286,BOK_037,5,Murder on High Street,r.k. narayan,thriller
B0286,B0178,6,Hidden Truth Journey,kuvempu,thriller
B0286,BOK_064,7,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
B0286,BOK_008,8,Whispers of the Dead,dan brown,thriller
B0286,BOK_287,9,False Identity (Vol. 1),agatha christie,thriller
B0286,BOK_296,10,Terminal Vector (Vol. 2),agatha christie,thriller
B0287,B0287,1,Dreams of Sun,indira soundarajan,fiction
B0287,B0242,2,Beyond the Way,indira soundarajan,fiction
B0287,B0087,3,Kingdom of Dreams,indira soundarajan,fantasy
B0287,B0045,4,Final Hour Moon,indira soundarajan,thriller
B0287,B0207,5,The Missing Heart,indira soundarajan,mystery
B0287,B0086,6,Kingdom of River,indira soundarajan,fantasy
B0287,B0297,7,Mindset for Moon,indira soundarajan,self help
B0287,B0080,8,Dreams of Light,t. janakiraman,fiction
B0287,BOK_055,9,The Last Letter (Vol. 1),sujatha rangarajan,fiction
B0287,BOK_099,10,Winds of Change,sidney sheldon,fiction
B0288,B0205,1,Beyond the Mystery,harivansh rai bachchan,fiction
B0288,B0089,2,The Riddle Storm,harivansh rai bachchan,mystery
B0288,B0129,3,Heart of Legend,harivansh rai bachchan,romance
B0288,BOK_046,4,Ancient Indian Civilizations (Vol. 1),sandilyan,history
B0288,B0251,5,The Ancient Legend,vivek,history
B0288,B0002,6,The Ancient Dusk,agatha christie,history
B0288,BOK_187,7,The Taj Mahal Story (Vol. 1),chetan bhagat,history
B0288,BOK_020,8,Ancient Indian Civilizations,chetan bhagat,history
B0288,B0292,9,Forgotten Soul,robin sharma,history
B0288,B0004,10,Shadows of Story,yashpal,fiction
B0289,B0277,1,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0289,B0147,2,The Enchanted Story,rachakonda viswanatha sastriulu,fantasy
B0289,B0122,3,Dark Secrets Sun,rachakonda viswanatha sastriulu,thriller
B0289,B0056,4,Shadows in Dreams,rachakonda viswanatha sastriulu,mystery
B0289,B0135,5,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0289,B0220,6,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0289,B0197,7,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0289,B0239,8,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0289,B0064,9,Zero to One Voice,rachakonda viswanatha sastriulu,business
B0289,B0022,10,Atomic Way,rachakonda viswanatha sastriulu,self help
B0290,B0061,1,The Riddle Legend,mallika manivannan,mystery
B0290,B0226,2,Kingdom of Sun,sandilyan,fantasy
B0290,BOK_032,3,Shadow of the Yeti,chetan bhagat,fantasy
B0290,BOK_144,4,The Dragon of Sahyadri (Vol. 1),r.k. narayan,fantasy
B0290,BOK_052,5,The Chronicles of Vikramaditya (Vol. 2),john grisham,fantasy
B0290,B0048,6,The Enchanted Light,sandilyan,fantasy
B0290,B0087,7,Kingdom of Dreams,indira soundarajan,fantasy
B0290,B0091,8,The Wizard Wind,jayakanthan,fantasy
B0290,B0053,9,Realm of Story,j. k. rowling,fantasy
B0290,B0184,10,Realm of Night,vivek,fantasy
B0291,B0191,1,Echoes from Voice,viswanatha satyanarayana,fiction
B0291,B0148,2,Whispers of Blood,viswanatha satyanarayana,romance
B0291,B0212,3,Becoming Storm,viswanatha satyanarayana,biography
B0291,B0012,4,Zero to One Dawn,viswanatha satyanarayana,business
B0291,B0214,5,Echoes from Fire,viswanatha satyanarayana,fiction
B0291,B0240,6,Hidden Truth Legend,viswanatha satyanarayana,thriller
B0291,B0173,7,Unsolved River,viswanatha satyanarayana,mystery
B0291,B0253,8,The Lean Rain,viswanatha satyanarayana,business
B0291,B0289,9,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0291,B0277,10,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0292,B0176,1,Deadly Game Moon,robin sharma,thriller
B0292,B0234,2,The Conspiracy Night,robin sharma,thriller
B0292,B0281,3,Whispers of Silence,robin sharma,romance
B0292,B0193,4,Shadows of Story,robin sharma,fiction
B0292,BOK_047,5,Murder on High Street (Vol. 1),robin sharma,thriller
B0292,B0256,6,The Wizard Voice,robin sharma,fantasy
B0292,B0082,7,Atomic Gold,robin sharma,self help
B0292,BOK_243,8,The Weaver's Loom (Vol. 1),robin sharma,fiction
B0292,BOK_112,9,The Assassin's Mark,robin sharma,thriller
B0292,BOK_239,10,The God of Small Things (Vol. 4),robin sharma,fiction
B0293,B0023,1,The Conspiracy Sun,vivek,thriller
B0293,B0184,2,Realm of Night,vivek,fantasy
B0293,B0237,3,The Art of Heart,vivek,self-help
B0293,B0257,4,A Life in Mountain,vivek,biography
B0293,B0251,5,The Ancient Legend,vivek,history
B0293,B0229,6,The Conspiracy World,ramanichandran,thriller
B0293,B0039,7,Hidden Truth Mind,unknown author,thriller
B0293,BOK_137,8,The Assassin's Mark (Vol. 2),chetan bhagat,thriller
B0293,BOK_081,9,Web of Lies (Vol. 1),r.k. narayan,thriller
B0293,B0045,10,Final Hour Moon,indira soundarajan,thriller
B0294,B0294,1,Atomic Mystery,jhumpa lahiri,self help
B0294,B0149,2,Final Hour Way,jhumpa lahiri,thriller
B0294,B0158,3,A Thousand Moon,jhumpa lahiri,romance
B0294,B0060,4,Forever Way,jhumpa lahiri,romance
B0294,B0258,5,Habits of Voice,j. k. rowling,self-help
B0294,B0174,6,Habits of Rain,ruskin bond,self-help
B0294,B0005,7,Habits of Gold,durjoy datta,self help
B0294,B0082,8,Atomic Gold,robin sharma,self help
B0294,B0068,9,The Art of Rain,m. v. venkatram,self help
B0294,B0070,10,Habits of Blood,m. v. venkatram,self-help
B0295,B0063,1,Hidden Truth Wind,jayakanthan,thriller
B0295,B0187,2,Future of Wind,jayakanthan,technology
B0295,B0269,3,The Making of Truth,jayakanthan,biography
B0295,B0275,4,Deadly Game Wind,jayakanthan,thriller
B0295,B0016,5,Beyond the Mountain,jayakanthan,fiction
B0295,B0279,6,The Last Secret,jayakanthan,fiction
B0295,B0091,7,The Wizard Wind,jayakanthan,fantasy
B0295,B0113,8,A Life in Gold,jayakanthan,biography
B0295,BOK_115,9,The Chennai Express Connection (Vol. 1),r.k. narayan,romance
B0295,B0052,10,Heart of Wind,ramanichandran,romance
B0296,B0102,1,The Secret of Silence,pattukkottai prabhakar,mystery
B0296,B0157,2,Shadows in World,pattukkottai prabhakar,mystery
B0296,B0121,3,Hidden Truth Light,pattukkottai prabhakar,thriller
B0296,B0265,4,Clues to Soul,pattukkottai prabhakar,mystery
B0296,B0249,5,Love in Mountain,pattukkottai prabhakar,romance
B0296,B0273,6,The Secret of Moon,pattukkottai prabhakar,mystery
B0296,B0014,7,The Wizard Rain,pattukkottai prabhakar,fantasy
B0296,B0187,8,Future of Wind,jayakanthan,technology
B0296,BOK_033,9,The Tech Boom in Bangalore,r.k. narayan,technology
B0296,B0248,10,Data and Story,ramanichandran,technology
B0297,B0242,1,Beyond the Way,indira soundarajan,fiction
B0297,B0207,2,The Missing Heart,indira soundarajan,mystery
B0297,B0086,3,Kingdom of River,indira soundarajan,fantasy
B0297,B0194,4,Echoes from Way,indira soundarajan,fiction
B0297,B0287,5,Dreams of Sun,indira soundarajan,fiction
B0297,B0045,6,Final Hour Moon,indira soundarajan,thriller
B0297,B0087,7,Kingdom of Dreams,indira soundarajan,fantasy
B0297,B0068,8,The Art of Rain,m. v. venkatram,self help
B0297,B0070,9,Habits of Blood,m. v. venkatram,self-help
B0297,BOK_283,10,Lead from the Front (Vol. 1),dan brown,self-help
B0298,B0178,1,Hidden Truth Journey,kuvempu,thriller
B0298,B0199,2,Fall of Secret,kuvempu,history
B0298,B0075,3,Shadows of Silence,kuvempu,fiction
B0298,B0179,4,Beyond the Storm,kuvempu,fiction
B0298,B0088,5,Data and Path,kuvempu,technology
B0298,B0042,6,The Innovator Path,kuvempu,business
B0298,BOK_074,7,The Legend of Trishanku (Vol. 1),madhavan,fantasy
B0298,BOK_144,8,The Dragon of Sahyadri (Vol. 1),r.k. narayan,fantasy
B0298,BOK_049,9,The Cursed Amulet (Vol. 1),dan brown,fantasy
B0298,BOK_182,10,Shadow of the Yeti (Vol. 1),robin sharma,fantasy
B0299,B0170,1,Unbroken Blood,subha,biography
B0299,B0133,2,Echoes from Path,subha,fiction
B0299,B0217,3,Echoes from River,subha,fiction
B0299,B0219,4,Clues to Mind,subha,mystery
B0299,B0182,5,The Enchanted Voice,subha,fantasy
B0299,BOK_285,6,Playing It My Way,sandilyan,biography
B0299,B0113,7,A Life in Gold,jayakanthan,biography
B0299,B0029,8,A Life in Dreams,m. v. venkatram,biography
B0299,BOK_181,9,Making of a Legend (Vol. 1),anita desai,biography
B0299,B0269,10,The Making of Truth,jayakanthan,biography
B0300,B0074,1,Heart of Gold,rajesh kumar,romance
B0300,B0150,2,A Thousand Secret,rajesh kumar,0
B0300,B0146,3,The Lost Way,rajesh kumar,fiction
B0300,B0049,4,The Power of Star,rajesh kumar,self help
B0300,B0125,5,Habits of Storm,rajesh kumar,self help
B0300,B0251,6,The Ancient Legend,vivek,history
B0300,BOK_187,7,The Taj Mahal Story (Vol. 1),chetan bhagat,history
B0300,B0259,8,Chronicles of Star,ramanichandran,history
B0300,B0002,9,The Ancient Dusk,agatha christie,history
B0300,B0027,10,The Great Wind,kalki krishnamurthy,history
BOK_001,BOK_221,1,The Assassin's Mark (Vol. 5),aravind adiga,thriller
BOK_001,BOK_284,2,The Coconut Groves (Vol. 4),aravind adiga,fiction
BOK_001,BOK_154,3,Under the Banyan Tree (Vol. 2),aravind adiga,romance
BOK_001,BOK_092,4,The Tech Boom in Bangalore (Vol. 1),aravind adiga,technology
BOK_001,BOK_168,5,The Weaver's Loom,aravind adiga,fiction
BOK_001,BOK_145,6,The Chennai Express Connection (Vol. 2),aravind adiga,romance
BOK_001,BOK_118,7,The Guardian of the Portal,aravind adiga,fantasy
BOK_001,BOK_207,8,The Last Alibi (Vol. 1),r.k. narayan,thriller
BOK_001,BOK_069,9,The Midnight Conspiracy,j.k. rowling,thriller
BOK_001,BOK_065,10,The Hunt for Red October (Vol. 1),madhavan,thriller
BOK_002,BOK_063,1,The Deception Game (Vol. 1),dale carnegie,thriller
BOK_002,B0046,2,Love in Storm,dale carnegie,romance
BOK_002,BOK_214,3,The Coconut Groves (Vol. 2),dale carnegie,fiction
BOK_002,BOK_040,4,The Midnight Sun (Vol. 2),dale carnegie,fiction
BOK_002,B0245,5,The Last Voice,dale carnegie,fiction
BOK_002,BOK_043,6,Wealth and Wisdom,dale carnegie,self-help
BOK_002,BOK_291,7,The Calm Mind (Vol. 1),dale carnegie,self-help
BOK_002,BOK_190,8,The Calm Mind,dale carnegie,self help
BOK_002,BOK_204,9,Love in the Time of Monsoons (Vol. 1),j.k. rowling,romance
BOK_002,BOK_286,10,The Half Girlfriend Journey (Vol. 3),j.k. rowling,romance
BOK_003,BOK_012,1,The Inheritance of Loss (Vol. 2),kalki r. krishnamurthy,fiction
BOK_003,B0090,2,The Last Mind,kalki krishnamurthy,0
BOK_003,BOK_223,3,The Train to Malgudi (Vol. 2),kalki r. krishnamurthy,fiction
BOK_003,B0267,4,Hidden Truth Moon,kalki krishnamurthy,thriller
BOK_003,BOK_164,5,The Last Alibi,kalki r. krishnamurthy,thriller
BOK_003,B0107,6,Dreams of River,kalki krishnamurthy,0
BOK_003,B0027,7,The Great Wind,kalki krishnamurthy,history
BOK_003,BOK_084,8,Double Cross,kalki r. krishnamurthy,thriller
BOK_003,BOK_212,9,The Assassin's Mark (Vol. 4),kalki r. krishnamurthy,thriller
BOK_003,B0153,10,Think and World,kalki krishnamurthy,self-help
BOK_004,BOK_080,1,Realm of the Gods (Vol. 1),yuval noah harari,fantasy
BOK_004,BOK_163,2,Life in a Metro (Vol. 3),yuval noah harari,fiction
BOK_004,BOK_254,3,The Ghost of Shimla (Vol. 1),yuval noah harari,mystery
BOK_004,BOK_117,4,Prophecy of the Stars (Vol. 1),yuval noah harari,fantasy
BOK_004,BOK_028,5,The Chennai Syndicate,yuval noah harari,thriller
BOK_004,B0041,6,The Last Silence,yuval noah harari,fiction
BOK_004,BOK_060,7,A Suitable Match,yuval noah harari,fiction
BOK_004,B0255,8,Love in Dreams,yuval noah harari,romance
BOK_004,BOK_114,9,The Safe House (Vol. 1),yuval noah harari,thriller
BOK_004,B0025,10,The Great Truth,yuval noah harari,history
BOK_005,BOK_282,1,Death at the Estate (Vol. 1),sidney sheldon,mystery
BOK_005,BOK_197,2,The Half Girlfriend Journey (Vol. 1),sidney sheldon,romance
BOK_005,BOK_099,3,Winds of Change,sidney sheldon,fiction
BOK_005,BOK_213,4,The Saffron Gate,sidney sheldon,fiction
BOK_005,BOK_259,5,Code of Silence (Vol. 2),sidney sheldon,thriller
BOK_005,BOK_165,6,The Missile Man: APJ Abdul Kalam,sidney sheldon,biography
BOK_005,BOK_016,7,Making of a Legend,sidney sheldon,biography
BOK_005,BOK_280,8,Simplify Your Life,sidney sheldon,self-help
BOK_005,B0169,9,Fall of Dreams,kamala das,history
BOK_005,B0259,10,Chronicles of Star,ramanichandran,history
BOK_006,BOK_262,1,Realm of the Gods (Vol. 3),dan brown,fantasy
BOK_006,BOK_049,2,The Cursed Amulet (Vol. 1),dan brown,fantasy
BOK_006,BOK_230,3,The Golden Empire (Vol. 1),dan brown,fantasy
BOK_006,BOK_156,4,The God of Small Things (Vol. 3),dan brown,fiction
BOK_006,BOK_229,5,The Inheritance of Loss (Vol. 3),dan brown,fiction
BOK_006,BOK_076,6,Shadows of the Past (Vol. 2),dan brown,fiction
BOK_006,BOK_217,7,The Mango Orchard (Vol. 1),dan brown,fiction
BOK_006,BOK_008,8,Whispers of the Dead,dan brown,thriller
BOK_006,BOK_292,9,The Train to Malgudi (Vol. 3),dan brown,fiction
BOK_006,BOK_227,10,Coding the Future,dan brown,technology
BOK_007,BOK_241,1,The Mango Orchard (Vol. 2),r.k. narayan,fiction
BOK_007,BOK_041,2,Shadows of the Past (Vol. 1),r.k. narayan,fiction
BOK_007,BOK_037,3,Murder on High Street,r.k. narayan,thriller
BOK_007,B0095,4,The Last Rain,r. k. narayan,fiction
BOK_007,B0218,5,Dreams of Fire,r. k. narayan,fiction
BOK_007,BOK_107,6,Life in a Metro (Vol. 2),r.k. narayan,fiction
BOK_007,BOK_192,7,Monsoon Dreams (Vol. 4),r.k. narayan,fiction
BOK_007,BOK_272,8,Shadows of the Past (Vol. 4),r.k. narayan,fiction
BOK_007,BOK_207,9,The Last Alibi (Vol. 1),r.k. narayan,thriller
BOK_007,B0213,10,The Last Night,r. k. narayan,fiction
BOK_008,BOK_076,1,Shadows of the Past (Vol. 2),dan brown,fiction
BOK_008,BOK_217,2,The Mango Orchard (Vol. 1),dan brown,fiction
BOK_008,BOK_049,3,The Cursed Amulet (Vol. 1),dan brown,fantasy
BOK_008,BOK_227,4,Coding the Future,dan brown,technology
BOK_008,B0224,5,Final Hour Soul,dan brown,thriller
BOK_008,BOK_124,6,Beyond the Horizon,dan brown,fiction
BOK_008,BOK_155,7,The Safe House (Vol. 2),dan brown,thriller
BOK_008,BOK_116,8,"Love, Chai, and Everything Nice (Vol. 2)",dan brown,romance
BOK_008,BOK_156,9,The God of Small Things (Vol. 3),dan brown,fiction
BOK_008,BOK_229,10,The Inheritance of Loss (Vol. 3),dan brown,fiction
BOK_009,B0053,1,Realm of Story,j. k. rowling,fantasy
BOK_009,BOK_119,2,Swords of the Deccan (Vol. 1),j.k. rowling,fantasy
BOK_009,BOK_069,3,The Midnight Conspiracy,j.k. rowling,thriller
BOK_009,BOK_204,4,Love in the Time of Monsoons (Vol. 1),j.k. rowling,romance
BOK_009,BOK_286,5,The Half Girlfriend Journey (Vol. 3),j.k. rowling,romance
BOK_009,BOK_275,6,A River's Tale (Vol. 2),j.k. rowling,fiction
BOK_009,BOK_172,7,The Wedding Planner's Story,j.k. rowling,romance
BOK_009,B0266,8,A Life in Legend,j. k. rowling,biography
BOK_009,B0258,9,Habits of Voice,j. k. rowling,self-help
BOK_009,B0238,10,Realm of Silence,kamala das,fantasy
BOK_010,BOK_246,1,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
BOK_010,BOK_244,2,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
BOK_010,BOK_019,3,The Train to Malgudi,ashwin sanghi,fiction
BOK_010,BOK_054,4,Echoes of Betrayal,ashwin sanghi,thriller
BOK_010,BOK_100,5,A Suitable Match (Vol. 1),ashwin sanghi,fiction
BOK_010,BOK_036,6,Life in a Metro,ashwin sanghi,fiction
BOK_010,BOK_201,7,The Corporate Ladder (Vol. 1),ashwin sanghi,business
BOK_010,BOK_184,8,Heartstrings,ashwin sanghi,romance
BOK_010,BOK_265,9,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
BOK_010,B0008,10,The Wizard Star,ashwin sanghi,fantasy
BOK_011,BOK_013,1,Behind Closed Doors,stephen king,thriller
BOK_011,B0072,2,Echoes from Way,stephen king,fiction
BOK_011,BOK_067,3,A Walk in the Rain,stephen king,romance
BOK_011,BOK_056,4,The Lock and Key,stephen king,mystery
BOK_011,BOK_053,5,Cold Case Files,stephen king,thriller
BOK_011,BOK_035,6,Scale Up,stephen king,business
BOK_011,B0243,7,Echoes from Soul,stephen king,fiction
BOK_011,BOK_062,8,Under the Banyan Tree,stephen king,romance
BOK_011,B0241,9,Dreams of Journey,stephen king,fiction
BOK_011,B0050,10,The Secret of Secret,stephen king,mystery
BOK_012,BOK_012,1,The Inheritance of Loss (Vol. 2),kalki r. krishnamurthy,fiction
BOK_012,B0090,2,The Last Mind,kalki krishnamurthy,0
BOK_012,BOK_223,3,The Train to Malgudi (Vol. 2),kalki r. krishnamurthy,fiction
BOK_012,B0267,4,Hidden Truth Moon,kalki krishnamurthy,thriller
BOK_012,BOK_164,5,The Last Alibi,kalki r. krishnamurthy,thriller
BOK_012,B0107,6,Dreams of River,kalki krishnamurthy,0
BOK_012,B0027,7,The Great Wind,kalki krishnamurthy,history
BOK_012,BOK_084,8,Double Cross,kalki r. krishnamurthy,thriller
BOK_012,BOK_212,9,The Assassin's Mark (Vol. 4),kalki r. krishnamurthy,thriller
BOK_012,B0153,10,Think and World,kalki krishnamurthy,self-help
BOK_013,BOK_067,1,A Walk in the Rain,stephen king,romance
BOK_013,BOK_053,2,Cold Case Files,stephen king,thriller
BOK_013,B0072,3,Echoes from Way,stephen king,fiction
BOK_013,BOK_126,4,The Corporate Ladder,stephen king,business
BOK_013,BOK_056,5,The Lock and Key,stephen king,mystery
BOK_013,BOK_011,6,Realm of the Gods,stephen king,fantasy
BOK_013,BOK_035,7,Scale Up,stephen king,business
BOK_013,B0243,8,Echoes from Soul,stephen king,fiction
BOK_013,BOK_062,9,Under the Banyan Tree,stephen king,romance
BOK_013,B0241,10,Dreams of Journey,stephen king,fiction
BOK_014,BOK_087,1,The Last Letter (Vol. 3),jeyamohan,fiction
BOK_014,BOK_185,2,Life in a Metro (Vol. 4),jeyamohan,fiction
BOK_014,BOK_189,3,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
BOK_014,BOK_249,4,The Nilgiri Mystery,jeyamohan,mystery
BOK_014,BOK_179,5,Code of Silence (Vol. 1),jeyamohan,thriller
BOK_014,BOK_096,6,The Poisoned Chalice (Vol. 1),jeyamohan,mystery
BOK_014,BOK_210,7,The Assassin's Mark (Vol. 3),jeyamohan,thriller
BOK_014,B0133,8,Echoes from Path,subha,fiction
BOK_014,B0217,9,Echoes from River,subha,fiction
BOK_014,BOK_070,10,Life in a Metro (Vol. 1),amish tripathi,fiction
BOK_015,BOK_209,1,The Half Girlfriend Journey (Vol. 2),arundhati roy,romance
BOK_015,BOK_038,2,The Midnight Sun (Vol. 1),arundhati roy,fiction
BOK_015,B0200,3,Forever Journey,arundhati roy,romance
BOK_015,BOK_071,4,Prophecy of the Stars,arundhati roy,fantasy
BOK_015,B0119,5,Dark Secrets Dreams,arundhati roy,thriller
BOK_015,BOK_122,6,Double Cross (Vol. 1),arundhati roy,thriller
BOK_015,BOK_079,7,Frugal Innovation,arundhati roy,business
BOK_015,B0171,8,Start with Why Light,arundhati roy,business
BOK_015,BOK_072,9,The Art of Thinking Clearly,arundhati roy,self-help
BOK_015,BOK_204,10,Love in the Time of Monsoons (Vol. 1),j.k. rowling,romance
BOK_016,BOK_165,1,The Missile Man: APJ Abdul Kalam,sidney sheldon,biography
BOK_016,BOK_099,2,Winds of Change,sidney sheldon,fiction
BOK_016,BOK_259,3,Code of Silence (Vol. 2),sidney sheldon,thriller
BOK_016,BOK_197,4,The Half Girlfriend Journey (Vol. 1),sidney sheldon,romance
BOK_016,BOK_213,5,The Saffron Gate,sidney sheldon,fiction
BOK_016,BOK_280,6,Simplify Your Life,sidney sheldon,self-help
BOK_016,BOK_282,7,Death at the Estate (Vol. 1),sidney sheldon,mystery
BOK_016,BOK_005,8,The Taj Mahal Story,sidney sheldon,history
BOK_016,B0269,9,The Making of Truth,jayakanthan,biography
BOK_016,B0257,10,A Life in Mountain,vivek,biography
BOK_017,BOK_064,1,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
BOK_017,BOK_205,2,The Golden Threshold (Vol. 2),amish tripathi,fiction
BOK_017,B0096,3,Final Hour Secret,amish tripathi,thriller
BOK_017,BOK_042,4,"Love, Chai, and Everything Nice (Vol. 1)",amish tripathi,romance
BOK_017,BOK_186,5,The Legend of Ramanujan (Vol. 1),amish tripathi,biography
BOK_017,B0201,6,The Life of Fire,amish tripathi,biography
BOK_017,B0081,7,Start with Why Moon,amish tripathi,business
BOK_017,BOK_070,8,Life in a Metro (Vol. 1),amish tripathi,fiction
BOK_017,BOK_234,9,Shadow of the Yeti (Vol. 3),amish tripathi,fantasy
BOK_017,BOK_171,10,The Tech Boom in Bangalore (Vol. 2),amish tripathi,technology
BOK_018,BOK_149,1,The Last Letter (Vol. 5),agatha christie,fiction
BOK_018,BOK_295,2,The Mango Orchard (Vol. 3),agatha christie,fiction
BOK_018,BOK_023,3,Terminal Vector,agatha christie,thriller
BOK_018,BOK_232,4,Beyond the Horizon (Vol. 2),agatha christie,fiction
BOK_018,B0124,5,The Secret of Dusk,agatha christie,mystery
BOK_018,BOK_103,6,The Daily Grind,agatha christie,self-help
BOK_018,B0002,7,The Ancient Dusk,agatha christie,history
BOK_018,BOK_287,8,False Identity (Vol. 1),agatha christie,thriller
BOK_018,BOK_296,9,Terminal Vector (Vol. 2),agatha christie,thriller
BOK_018,BOK_025,10,The Mystery of Royapuram,agatha christie,mystery
BOK_019,BOK_010,1,The Inheritance of Loss (Vol. 1),ashwin sanghi,fiction
BOK_019,BOK_246,2,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
BOK_019,BOK_244,3,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
BOK_019,BOK_100,4,A Suitable Match (Vol. 1),ashwin sanghi,fiction
BOK_019,BOK_036,5,Life in a Metro,ashwin sanghi,fiction
BOK_019,BOK_054,6,Echoes of Betrayal,ashwin sanghi,thriller
BOK_019,BOK_184,7,Heartstrings,ashwin sanghi,romance
BOK_019,BOK_265,8,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
BOK_019,B0008,9,The Wizard Star,ashwin sanghi,fantasy
BOK_019,BOK_201,10,The Corporate Ladder (Vol. 1),ashwin sanghi,business
BOK_020,BOK_187,1,The Taj Mahal Story (Vol. 1),chetan bhagat,history
BOK_020,BOK_167,2,Cyber Security for Everyone,chetan bhagat,technology
BOK_020,BOK_057,3,The Deception Game,chetan bhagat,thriller
BOK_020,BOK_032,4,Shadow of the Yeti,chetan bhagat,fantasy
BOK_020,BOK_228,5,Realm of the Gods (Vol. 2),chetan bhagat,fantasy
BOK_020,B0177,6,The Missing Gold,chetan bhagat,mystery
BOK_020,BOK_248,7,Danger Zone,chetan bhagat,thriller
BOK_020,BOK_137,8,The Assassin's Mark (Vol. 2),chetan bhagat,thriller
BOK_020,B0159,9,Final Hour River,chetan bhagat,thriller
BOK_020,B0284,10,Unsolved Rain,chetan bhagat,mystery
BOK_021,BOK_129,1,Echoes of Silence (Vol. 1),anita desai,fiction
BOK_021,BOK_162,2,Winds of Change (Vol. 1),anita desai,fiction
BOK_021,BOK_183,3,Swords of the Deccan (Vol. 3),anita desai,fantasy
BOK_021,BOK_131,4,The Mystery of Royapuram (Vol. 1),anita desai,mystery
BOK_021,BOK_181,5,Making of a Legend (Vol. 1),anita desai,biography
BOK_021,BOK_082,6,The Coconut Groves (Vol. 1),anita desai,fiction
BOK_021,BOK_215,7,The Bangalore Alibi,anita desai,mystery
BOK_021,BOK_277,8,Love in the Time of Monsoons (Vol. 2),anita desai,romance
BOK_021,BOK_152,9,Forever Yours,anita desai,romance
BOK_021,BOK_208,10,The Fire Jewel,anita desai,fantasy
BOK_022,BOK_133,1,Behind Closed Doors (Vol. 2),ruskin bond,thriller
BOK_022,BOK_104,2,The Silent Witness (Vol. 1),ruskin bond,thriller
BOK_022,B0203,3,Beyond the Storm,ruskin bond,fiction
BOK_022,BOK_278,4,Death at the Estate,ruskin bond,mystery
BOK_022,B0021,5,Dark Secrets Night,ruskin bond,0
BOK_022,BOK_058,6,The Poisoned Chalice,ruskin bond,mystery
BOK_022,B0071,7,The Dragon River,ruskin bond,fantasy
BOK_022,B0174,8,Habits of Rain,ruskin bond,self-help
BOK_022,BOK_247,9,The Missile Man: APJ Abdul Kalam (Vol. 1),ruskin bond,biography
BOK_022,BOK_127,10,The Golden Empire,ruskin bond,fantasy
BOK_023,BOK_149,1,The Last Letter (Vol. 5),agatha christie,fiction
BOK_023,BOK_018,2,Monsoon Dreams,agatha christie,fiction
BOK_023,BOK_287,3,False Identity (Vol. 1),agatha christie,thriller
BOK_023,BOK_296,4,Terminal Vector (Vol. 2),agatha christie,thriller
BOK_023,BOK_258,5,Echoes of Betrayal (Vol. 4),agatha christie,thriller
BOK_023,BOK_203,6,Shadow of the Yeti (Vol. 2),agatha christie,fantasy
BOK_023,BOK_103,7,The Daily Grind,agatha christie,self-help
BOK_023,B0244,8,The Life of Journey,agatha christie,biography
BOK_023,B0204,9,Start with Why Light,agatha christie,business
BOK_023,BOK_232,10,Beyond the Horizon (Vol. 2),agatha christie,fiction
BOK_024,BOK_100,1,A Suitable Match (Vol. 1),ashwin sanghi,fiction
BOK_024,BOK_010,2,The Inheritance of Loss (Vol. 1),ashwin sanghi,fiction
BOK_024,BOK_246,3,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
BOK_024,BOK_054,4,Echoes of Betrayal,ashwin sanghi,thriller
BOK_024,BOK_244,5,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
BOK_024,BOK_036,6,Life in a Metro,ashwin sanghi,fiction
BOK_024,BOK_019,7,The Train to Malgudi,ashwin sanghi,fiction
BOK_024,B0156,8,Hidden Truth Story,ashwin sanghi,thriller
BOK_024,BOK_184,9,Heartstrings,ashwin sanghi,romance
BOK_024,BOK_265,10,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
BOK_025,BOK_232,1,Beyond the Horizon (Vol. 2),agatha christie,fiction
BOK_025,BOK_287,2,False Identity (Vol. 1),agatha christie,thriller
BOK_025,BOK_296,3,Terminal Vector (Vol. 2),agatha christie,thriller
BOK_025,BOK_093,4,Love in the Time of Monsoons,agatha christie,romance
BOK_025,BOK_276,5,A Summer in Ooty (Vol. 2),agatha christie,romance
