transaction_id,user_id,book_id,transaction_type,transaction_date,source,interaction_weight,days_since_interaction
TXN_01244,USR_266,BOK_275,audiobook_rental,2024-01-24,dataset_2,2,867
TXN_00901,USR_147,BOK_117,paperback_purchase,2024-01-25,dataset_2,5,866
TXN_01257,USR_275,BOK_046,ebook_rental,2024-01-26,dataset_2,3,865
T01506,U0411,B0277,ebook_rental,2024-01-26,dataset_1,3,865
TXN_01515,USR_353,BOK_131,ebook_rental,2024-01-27,dataset_2,3,864
T01132,U0307,B0019,paperback_purchase,2024-01-27,dataset_1,5,864
TXN_00936,USR_161,BOK_289,audiobook_rental,2024-01-28,dataset_2,2,863
T00092,U0038,B0166,paperback_purchase,2024-01-28,dataset_1,5,863
TXN_01785,USR_425,BOK_195,audiobook_rental,2024-01-30,dataset_2,2,861
T00193,U0068,B0160,ebook_rental,2024-01-31,dataset_1,3,860
T00353,U0113,B0183,ebook_rental,2024-01-31,dataset_1,3,860
TXN_00462,USR_025,BOK_003,ebook_rental,2024-02-01,dataset_2,3,859
T01401,U0374,B0280,audiobook_rental,2024-02-01,dataset_1,2,859
T01680,U0461,B0008,ebook_rental,2024-02-01,dataset_1,3,859
T00903,U0253,B0054,audiobook_rental,2024-02-01,dataset_1,2,859
T00576,U0173,B0124,paperback_purchase,2024-02-01,dataset_1,5,859
T01331,U0353,B0262,ebook_rental,2024-02-02,dataset_1,3,858
T01597,U0437,B0299,paperback_purchase,2024-02-03,dataset_1,5,857
TXN_00978,USR_178,BOK_208,audiobook_rental,2024-02-03,dataset_2,2,857
TXN_01014,USR_192,BOK_142,ebook_rental,2024-02-04,dataset_2,3,856
TXN_01543,USR_360,BOK_299,paperback_purchase,2024-02-05,dataset_2,5,855
T01832,U0497,B0260,paperback_purchase,2024-02-05,dataset_1,5,855
TXN_00661,USR_082,BOK_238,paperback_purchase,2024-02-06,dataset_2,5,854
T01286,U0341,B0227,ebook_rental,2024-02-07,dataset_1,3,853
TXN_00386,USR_002,BOK_190,ebook_rental,2024-02-09,dataset_2,3,851
T01725,U0467,B0262,paperback_purchase,2024-02-09,dataset_1,5,851
TXN_01170,USR_240,BOK_172,ebook_rental,2024-02-09,dataset_2,3,851
T00307,U0098,B0162,ebook_rental,2024-02-10,dataset_1,3,850
T01038,U0283,B0099,paperback_purchase,2024-02-10,dataset_1,5,850
TXN_00757,USR_107,BOK_174,ebook_rental,2024-02-10,dataset_2,3,850
TXN_00319,USR_103,BOK_244,ebook_rental,2024-02-11,dataset_2,3,849
T01013,U0277,B0217,ebook_rental,2024-02-13,dataset_1,3,847
TXN_00713,USR_093,BOK_279,audiobook_rental,2024-02-14,dataset_2,2,846
T00474,U0145,B0237,paperback_purchase,2024-02-15,dataset_1,5,845
TXN_01071,USR_211,BOK_155,audiobook_rental,2024-02-15,dataset_2,2,845
TXN_01603,USR_371,BOK_276,ebook_rental,2024-02-16,dataset_2,3,844
TXN_01914,USR_463,BOK_220,audiobook_rental,2024-02-16,dataset_2,2,844
T01559,U0429,B0155,ebook_rental,2024-02-17,dataset_1,3,843
TXN_00628,USR_067,BOK_230,ebook_rental,2024-02-19,dataset_2,3,841
TXN_01814,USR_434,BOK_238,paperback_purchase,2024-02-19,dataset_2,5,841
T01456,U0394,B0247,audiobook_rental,2024-02-19,dataset_1,2,841
TXN_01104,USR_220,BOK_151,ebook_rental,2024-02-20,dataset_2,3,840
TXN_00387,USR_002,BOK_197,audiobook_rental,2024-02-20,dataset_2,2,840
TXN_00454,USR_023,BOK_026,ebook_rental,2024-02-20,dataset_2,3,840
TXN_01786,USR_425,BOK_177,ebook_rental,2024-02-20,dataset_2,3,840
T00935,U0259,B0099,ebook_rental,2024-02-21,dataset_1,3,839
TXN_01500,USR_349,BOK_215,paperback_purchase,2024-02-21,dataset_2,5,839
T00956,U0267,B0209,ebook_rental,2024-02-21,dataset_1,3,839
TXN_01815,USR_434,BOK_133,paperback_purchase,2024-02-22,dataset_2,5,838
T01627,U0449,B0238,ebook_rental,2024-02-22,dataset_1,3,838
TXN_01902,USR_459,BOK_039,ebook_rental,2024-02-23,dataset_2,3,837
T00949,U0263,B0285,paperback_purchase,2024-02-24,dataset_1,5,836
TXN_01166,USR_239,BOK_253,paperback_purchase,2024-02-25,dataset_2,5,835
T00866,U0245,B0270,paperback_purchase,2024-02-25,dataset_1,5,835
T00786,U0225,B0165,paperback_purchase,2024-02-25,dataset_1,5,835
T00326,U0102,B0093,ebook_rental,2024-02-25,dataset_1,3,835
T01116,U0301,B0236,paperback_purchase,2024-02-28,dataset_1,5,832
TXN_01859,USR_447,BOK_002,ebook_rental,2024-03-01,dataset_2,3,830
T00036,U0016,B0070,ebook_rental,2024-03-01,dataset_1,3,830
TXN_01594,USR_369,BOK_102,audiobook_rental,2024-03-01,dataset_2,2,830
T01220,U0321,B0248,ebook_rental,2024-03-01,dataset_1,3,830
TXN_01395,USR_315,BOK_172,ebook_rental,2024-03-01,dataset_2,3,830
T00447,U0139,B0227,ebook_rental,2024-03-01,dataset_1,3,830
T00116,U0046,B0186,ebook_rental,2024-03-01,dataset_1,3,830
TXN_00357,USR_401,BOK_039,ebook_rental,2024-03-04,dataset_2,3,827
TXN_00382,USR_001,BOK_295,paperback_purchase,2024-03-05,dataset_2,5,826
T01411,U0376,B0266,audiobook_rental,2024-03-05,dataset_1,2,826
TXN_00613,USR_063,BOK_115,paperback_purchase,2024-03-06,dataset_2,5,825
TXN_00579,USR_056,BOK_117,paperback_purchase,2024-03-06,dataset_2,5,825
T00986,U0270,B0130,ebook_rental,2024-03-07,dataset_1,3,824
TXN_01845,USR_441,BOK_166,ebook_rental,2024-03-07,dataset_2,3,824
T01430,U0383,B0028,paperback_purchase,2024-03-08,dataset_1,5,823
TXN_00548,USR_048,BOK_002,ebook_rental,2024-03-09,dataset_2,3,822
T00103,U0041,B0286,ebook_rental,2024-03-09,dataset_1,3,822
T00885,U0249,B0050,ebook_rental,2024-03-09,dataset_1,3,822
T00385,U0121,B0031,ebook_rental,2024-03-10,dataset_1,3,821
T00760,U0220,B0191,ebook_rental,2024-03-10,dataset_1,3,821
TXN_00694,USR_090,BOK_144,paperback_purchase,2024-03-10,dataset_2,5,821
T00815,U0231,B0240,paperback_purchase,2024-03-11,dataset_1,5,820
TXN_01433,USR_325,BOK_056,paperback_purchase,2024-03-11,dataset_2,5,820
T00560,U0168,B0078,ebook_rental,2024-03-11,dataset_1,3,820
T01420,U0376,B0266,ebook_rental,2024-03-12,dataset_1,3,819
TXN_01028,USR_198,BOK_081,ebook_rental,2024-03-14,dataset_2,3,817
T01749,U0473,B0021,ebook_rental,2024-03-14,dataset_1,3,817
T01585,U0434,B0024,paperback_purchase,2024-03-16,dataset_1,5,815
TXN_00986,USR_180,BOK_220,audiobook_rental,2024-03-16,dataset_2,2,815
T00664,U0187,B0059,ebook_rental,2024-03-18,dataset_1,3,813
T00606,U0178,B0240,ebook_rental,2024-03-19,dataset_1,3,812
T00599,U0177,B0059,ebook_rental,2024-03-20,dataset_1,3,811
T01157,U0310,B0165,ebook_rental,2024-03-21,dataset_1,3,810
TXN_00445,USR_019,BOK_079,paperback_purchase,2024-03-21,dataset_2,5,810
T00163,U0064,B0298,paperback_purchase,2024-03-22,dataset_1,5,809
T00250,U0083,B0136,ebook_rental,2024-03-22,dataset_1,3,809
TXN_00421,USR_011,BOK_203,audiobook_rental,2024-03-22,dataset_2,2,809
TXN_01604,USR_371,BOK_068,audiobook_rental,2024-03-23,dataset_2,2,808
T00693,U0198,B0213,audiobook_rental,2024-03-23,dataset_1,2,808
TXN_01638,USR_380,BOK_050,ebook_rental,2024-03-25,dataset_2,3,806
T01393,U0373,B0032,ebook_rental,2024-03-25,dataset_1,3,806
T00286,U0092,B0202,ebook_rental,2024-03-26,dataset_1,3,805
T01657,U0457,B0105,audiobook_rental,2024-03-27,dataset_1,2,804
TXN_00992,USR_182,BOK_275,audiobook_rental,2024-03-27,dataset_2,2,804
TXN_01969,USR_491,BOK_109,ebook_rental,2024-03-28,dataset_2,3,803
TXN_00899,USR_146,BOK_024,paperback_purchase,2024-03-28,dataset_2,5,803
T00870,U0245,B0179,ebook_rental,2024-03-29,dataset_1,3,802
T01541,U0421,B0125,paperback_purchase,2024-03-29,dataset_1,5,802
T00696,U0198,B0244,audiobook_rental,2024-03-30,dataset_1,2,801
T00374,U0117,B0070,paperback_purchase,2024-03-31,dataset_1,5,800
T01686,U0461,B0239,audiobook_rental,2024-03-31,dataset_1,2,800
TXN_01343,USR_299,BOK_039,ebook_rental,2024-04-01,dataset_2,3,799
TXN_00695,USR_090,BOK_299,paperback_purchase,2024-04-02,dataset_2,5,798
T00848,U0239,B0007,paperback_purchase,2024-04-02,dataset_1,5,798
T01159,U0310,B0209,audiobook_rental,2024-04-03,dataset_1,2,797
T01106,U0299,B0210,audiobook_rental,2024-04-04,dataset_1,2,796
T01736,U0470,B0237,ebook_rental,2024-04-04,dataset_1,3,796
T01760,U0475,B0032,ebook_rental,2024-04-05,dataset_1,3,795
T01740,U0471,B0217,ebook_rental,2024-04-07,dataset_1,3,793
T01254,U0327,B0145,ebook_rental,2024-04-07,dataset_1,3,793
T00041,U0020,B0193,ebook_rental,2024-04-07,dataset_1,3,793
T00951,U0264,B0232,ebook_rental,2024-04-07,dataset_1,3,793
T00698,U0199,B0235,paperback_purchase,2024-04-08,dataset_1,5,792
T00988,U0270,B0044,audiobook_rental,2024-04-10,dataset_1,2,790
T01224,U0321,B0126,ebook_rental,2024-04-10,dataset_1,3,790
T01092,U0298,B0053,paperback_purchase,2024-04-11,dataset_1,5,789
T01554,U0424,B0015,ebook_rental,2024-04-11,dataset_1,3,789
T01284,U0340,B0156,audiobook_rental,2024-04-12,dataset_1,2,788
TXN_01642,USR_381,BOK_256,audiobook_rental,2024-04-14,dataset_2,2,786
T01521,U0414,B0228,paperback_purchase,2024-04-15,dataset_1,5,785
T01367,U0365,B0180,ebook_rental,2024-04-17,dataset_1,3,783
T00417,U0129,B0161,ebook_rental,2024-04-17,dataset_1,3,783
T01584,U0434,B0193,audiobook_rental,2024-04-18,dataset_1,2,782
TXN_01595,USR_369,BOK_216,audiobook_rental,2024-04-18,dataset_2,2,782
T01256,U0328,B0060,paperback_purchase,2024-04-18,dataset_1,5,782
T00734,U0208,B0184,paperback_purchase,2024-04-18,dataset_1,5,782
T00318,U0101,B0047,audiobook_rental,2024-04-19,dataset_1,2,781
T00582,U0174,B0186,ebook_rental,2024-04-19,dataset_1,3,781
T00020,U0010,B0212,ebook_rental,2024-04-19,dataset_1,3,781
T00498,U0149,B0233,ebook_rental,2024-04-19,dataset_1,3,781
TXN_01802,USR_432,BOK_208,audiobook_rental,2024-04-20,dataset_2,2,780
T00769,U0221,B0049,audiobook_rental,2024-04-20,dataset_1,2,780
T01134,U0308,B0196,ebook_rental,2024-04-20,dataset_1,3,780
TXN_00144,USR_111,BOK_172,ebook_rental,2024-04-20,dataset_2,3,780
TXN_01643,USR_381,BOK_262,ebook_rental,2024-04-21,dataset_2,3,779
T00957,U0267,B0232,paperback_purchase,2024-04-22,dataset_1,5,778
T00152,U0060,B0211,ebook_rental,2024-04-22,dataset_1,3,778
TXN_01391,USR_313,BOK_294,paperback_purchase,2024-04-23,dataset_2,5,777
T00865,U0245,B0018,paperback_purchase,2024-04-23,dataset_1,5,777
T01648,U0453,B0241,ebook_rental,2024-04-24,dataset_1,3,776
TXN_00670,USR_084,BOK_003,ebook_rental,2024-04-25,dataset_2,3,775
T01104,U0299,B0228,audiobook_rental,2024-04-25,dataset_1,2,775
T00775,U0223,B0006,ebook_rental,2024-04-25,dataset_1,3,775
T00201,U0069,B0287,paperback_purchase,2024-04-26,dataset_1,5,774
TXN_00469,USR_027,BOK_094,paperback_purchase,2024-04-27,dataset_2,5,773
T00784,U0225,B0154,paperback_purchase,2024-04-27,dataset_1,5,773
T00931,U0259,B0298,ebook_rental,2024-04-27,dataset_1,3,773
TXN_00825,USR_126,BOK_097,ebook_rental,2024-04-28,dataset_2,3,772
TXN_00814,USR_124,BOK_005,audiobook_rental,2024-04-28,dataset_2,2,772
T00629,U0182,B0009,paperback_purchase,2024-04-28,dataset_1,5,772
TXN_01354,USR_303,BOK_166,ebook_rental,2024-04-28,dataset_2,3,772
TXN_01321,USR_291,BOK_177,ebook_rental,2024-04-28,dataset_2,3,772
T00352,U0112,B0260,paperback_purchase,2024-04-29,dataset_1,5,771
TXN_00470,USR_027,BOK_208,audiobook_rental,2024-04-30,dataset_2,2,770
T00589,U0176,B0183,ebook_rental,2024-04-30,dataset_1,3,770
T00781,U0225,B0054,paperback_purchase,2024-04-30,dataset_1,5,770
T01569,U0431,B0032,ebook_rental,2024-04-30,dataset_1,3,770
TXN_00810,USR_123,BOK_007,ebook_rental,2024-04-30,dataset_2,3,770
T01499,U0408,B0171,audiobook_rental,2024-04-30,dataset_1,2,770
T01170,U0311,B0145,audiobook_rental,2024-05-01,dataset_1,2,769
T01197,U0315,B0034,audiobook_rental,2024-05-01,dataset_1,2,769
T00616,U0179,B0088,ebook_rental,2024-05-02,dataset_1,3,768
T01673,U0459,B0168,ebook_rental,2024-05-02,dataset_1,3,768
T01595,U0436,B0014,ebook_rental,2024-05-03,dataset_1,3,767
TXN_00593,USR_059,BOK_261,audiobook_rental,2024-05-03,dataset_2,2,767
TXN_01617,USR_376,BOK_079,paperback_purchase,2024-05-03,dataset_2,5,767
T00489,U0149,B0282,paperback_purchase,2024-05-03,dataset_1,5,767
TXN_01886,USR_454,BOK_290,ebook_rental,2024-05-04,dataset_2,3,766
TXN_01995,USR_500,BOK_133,paperback_purchase,2024-05-04,dataset_2,5,766
T01305,U0349,B0265,ebook_rental,2024-05-06,dataset_1,3,764
T01480,U0402,B0232,paperback_purchase,2024-05-06,dataset_1,5,764
T01270,U0335,B0259,paperback_purchase,2024-05-06,dataset_1,5,764
TXN_01283,USR_281,BOK_019,ebook_rental,2024-05-07,dataset_2,3,763
T01374,U0369,B0252,audiobook_rental,2024-05-07,dataset_1,2,763
T00348,U0110,B0224,audiobook_rental,2024-05-07,dataset_1,2,763
T01764,U0477,B0134,paperback_purchase,2024-05-09,dataset_1,5,761
T01586,U0435,B0136,ebook_rental,2024-05-10,dataset_1,3,760
T00090,U0037,B0114,audiobook_rental,2024-05-11,dataset_1,2,759
T01532,U0416,B0079,paperback_purchase,2024-05-13,dataset_1,5,757
TXN_01944,USR_482,BOK_024,paperback_purchase,2024-05-13,dataset_2,5,757
T00778,U0225,B0169,paperback_purchase,2024-05-15,dataset_1,5,755
T00392,U0124,B0237,paperback_purchase,2024-05-16,dataset_1,5,754
T00261,U0085,B0062,audiobook_rental,2024-05-16,dataset_1,2,754
T00767,U0221,B0059,paperback_purchase,2024-05-17,dataset_1,5,753
T00750,U0216,B0205,paperback_purchase,2024-05-18,dataset_1,5,752
T01427,U0381,B0240,audiobook_rental,2024-05-18,dataset_1,2,752
T01064,U0288,B0070,ebook_rental,2024-05-19,dataset_1,3,751
T00379,U0120,B0114,ebook_rental,2024-05-19,dataset_1,3,751
TXN_00614,USR_063,BOK_014,ebook_rental,2024-05-20,dataset_2,3,750
T00652,U0185,B0168,ebook_rental,2024-05-20,dataset_1,3,750
T00366,U0115,B0233,ebook_rental,2024-05-21,dataset_1,3,749
TXN_01142,USR_233,BOK_168,ebook_rental,2024-05-21,dataset_2,3,749
TXN_00993,USR_182,BOK_172,ebook_rental,2024-05-22,dataset_2,3,748
T01072,U0292,B0063,ebook_rental,2024-05-23,dataset_1,3,747
TXN_00902,USR_147,BOK_021,ebook_rental,2024-05-23,dataset_2,3,747
T01483,U0403,B0051,paperback_purchase,2024-05-23,dataset_1,5,747
TXN_01596,USR_369,BOK_234,paperback_purchase,2024-05-23,dataset_2,5,747
T00889,U0249,B0175,audiobook_rental,2024-05-25,dataset_1,2,745
T00510,U0152,B0088,ebook_rental,2024-05-26,dataset_1,3,744
T00346,U0110,B0020,audiobook_rental,2024-05-26,dataset_1,2,744
T01496,U0408,B0100,ebook_rental,2024-05-26,dataset_1,3,744
TXN_01225,USR_261,BOK_185,audiobook_rental,2024-05-27,dataset_2,2,743
TXN_01650,USR_386,BOK_295,paperback_purchase,2024-05-27,dataset_2,5,743
T01368,U0365,B0276,paperback_purchase,2024-05-27,dataset_1,5,743
TXN_00774,USR_112,BOK_023,audiobook_rental,2024-05-27,dataset_2,2,743
T00737,U0211,B0109,audiobook_rental,2024-05-28,dataset_1,2,742
TXN_01939,USR_475,BOK_032,paperback_purchase,2024-05-30,dataset_2,5,740
T00319,U0101,B0017,audiobook_rental,2024-05-30,dataset_1,2,740
TXN_01953,USR_485,BOK_005,audiobook_rental,2024-05-31,dataset_2,2,739
T01722,U0467,B0094,paperback_purchase,2024-05-31,dataset_1,5,739
TXN_01898,USR_456,BOK_209,ebook_rental,2024-06-01,dataset_2,3,738
TXN_00536,USR_046,BOK_160,ebook_rental,2024-06-02,dataset_2,3,737
T01318,U0351,B0032,paperback_purchase,2024-06-04,dataset_1,5,735
T01728,U0467,B0169,ebook_rental,2024-06-04,dataset_1,3,735
TXN_00397,USR_004,BOK_238,paperback_purchase,2024-06-04,dataset_2,5,735
T00720,U0202,B0136,ebook_rental,2024-06-05,dataset_1,3,734
T00045,U0020,B0084,paperback_purchase,2024-06-07,dataset_1,5,732
T00948,U0263,B0191,audiobook_rental,2024-06-08,dataset_1,2,731
T01690,U0464,B0268,ebook_rental,2024-06-10,dataset_1,3,729
T00075,U0032,B0041,ebook_rental,2024-06-10,dataset_1,3,729
TXN_01816,USR_434,BOK_078,paperback_purchase,2024-06-10,dataset_2,5,729
T01373,U0368,B0007,ebook_rental,2024-06-11,dataset_1,3,728
T01063,U0288,B0004,audiobook_rental,2024-06-13,dataset_1,2,726
T00185,U0067,B0006,paperback_purchase,2024-06-13,dataset_1,5,726
T00647,U0184,B0183,ebook_rental,2024-06-13,dataset_1,3,726
TXN_01644,USR_381,BOK_256,audiobook_rental,2024-06-14,dataset_2,2,725
T00047,U0021,B0159,audiobook_rental,2024-06-14,dataset_1,2,725
T01485,U0403,B0204,paperback_purchase,2024-06-15,dataset_1,5,724
TXN_01147,USR_234,BOK_257,audiobook_rental,2024-06-15,dataset_2,2,724
TXN_01094,USR_217,BOK_011,paperback_purchase,2024-06-20,dataset_2,5,719
TXN_00375,USR_334,BOK_155,audiobook_rental,2024-06-20,dataset_2,2,719
T00434,U0132,B0082,ebook_rental,2024-06-22,dataset_1,3,717
TXN_01748,USR_413,BOK_005,audiobook_rental,2024-06-23,dataset_2,2,716
T01601,U0437,B0251,ebook_rental,2024-06-23,dataset_1,3,716
T01472,U0400,B0064,paperback_purchase,2024-06-24,dataset_1,5,715
TXN_01887,USR_454,BOK_088,paperback_purchase,2024-06-24,dataset_2,5,715
TXN_01826,USR_436,BOK_183,ebook_rental,2024-06-24,dataset_2,3,715
T01699,U0465,B0237,audiobook_rental,2024-06-24,dataset_1,2,715
TXN_00826,USR_126,BOK_030,ebook_rental,2024-06-25,dataset_2,3,714
T00830,U0236,B0081,ebook_rental,2024-06-26,dataset_1,3,713
T00364,U0113,B0263,ebook_rental,2024-06-29,dataset_1,3,710
T01021,U0280,B0262,ebook_rental,2024-06-29,dataset_1,3,710
T00608,U0179,B0219,ebook_rental,2024-06-29,dataset_1,3,710
T00192,U0067,B0004,ebook_rental,2024-06-29,dataset_1,3,710
T00095,U0038,B0199,audiobook_rental,2024-06-30,dataset_1,2,709
T01206,U0316,B0019,paperback_purchase,2024-06-30,dataset_1,5,709
T00497,U0149,B0238,ebook_rental,2024-07-01,dataset_1,3,708
TXN_00437,USR_017,BOK_078,paperback_purchase,2024-07-02,dataset_2,5,707
T00533,U0158,B0289,audiobook_rental,2024-07-02,dataset_1,2,707
T01056,U0288,B0087,paperback_purchase,2024-07-03,dataset_1,5,706
T01105,U0299,B0007,ebook_rental,2024-07-05,dataset_1,3,704
TXN_00337,USR_430,BOK_142,ebook_rental,2024-07-06,dataset_2,3,703
TXN_01008,USR_190,BOK_172,ebook_rental,2024-07-06,dataset_2,3,703
T00375,U0118,B0292,paperback_purchase,2024-07-07,dataset_1,5,702
TXN_00619,USR_064,BOK_064,ebook_rental,2024-07-08,dataset_2,3,701
T01523,U0415,B0103,ebook_rental,2024-07-10,dataset_1,3,699
T01825,U0497,B0139,paperback_purchase,2024-07-10,dataset_1,5,699
TXN_00302,USR_343,BOK_041,paperback_purchase,2024-07-10,dataset_2,5,699
TXN_01996,USR_500,BOK_222,ebook_rental,2024-07-10,dataset_2,3,699
TXN_01267,USR_278,BOK_005,audiobook_rental,2024-07-10,dataset_2,2,699
T00918,U0256,B0231,audiobook_rental,2024-07-11,dataset_1,2,698
T00568,U0171,B0264,paperback_purchase,2024-07-11,dataset_1,5,698
T00406,U0128,B0106,ebook_rental,2024-07-11,dataset_1,3,698
T00132,U0052,B0236,audiobook_rental,2024-07-11,dataset_1,2,698
T01565,U0431,B0003,audiobook_rental,2024-07-12,dataset_1,2,697
T01538,U0419,B0044,paperback_purchase,2024-07-13,dataset_1,5,696
T00209,U0071,B0271,ebook_rental,2024-07-13,dataset_1,3,696
T00226,U0076,B0198,ebook_rental,2024-07-14,dataset_1,3,695
T01226,U0321,B0126,ebook_rental,2024-07-15,dataset_1,3,694
TXN_00758,USR_107,BOK_009,paperback_purchase,2024-07-16,dataset_2,5,693
TXN_01961,USR_487,BOK_110,paperback_purchase,2024-07-17,dataset_2,5,692
T01324,U0353,B0233,ebook_rental,2024-07-17,dataset_1,3,692
TXN_00299,USR_185,BOK_147,ebook_rental,2024-07-17,dataset_2,3,692
TXN_01034,USR_201,BOK_009,paperback_purchase,2024-07-17,dataset_2,5,692
T01771,U0481,B0050,audiobook_rental,2024-07-17,dataset_1,2,692
TXN_01105,USR_220,BOK_187,paperback_purchase,2024-07-17,dataset_2,5,692
T00089,U0036,B0078,paperback_purchase,2024-07-18,dataset_1,5,691
T01531,U0415,B0041,ebook_rental,2024-07-18,dataset_1,3,691
T00924,U0256,B0083,ebook_rental,2024-07-18,dataset_1,3,691
TXN_00671,USR_084,BOK_186,paperback_purchase,2024-07-19,dataset_2,5,690
TXN_01392,USR_313,BOK_005,audiobook_rental,2024-07-19,dataset_2,2,690
T01294,U0346,B0166,paperback_purchase,2024-07-20,dataset_1,5,689
T00007,U0005,B0238,audiobook_rental,2024-07-20,dataset_1,2,689
T01738,U0471,B0270,ebook_rental,2024-07-21,dataset_1,3,688
TXN_01535,USR_358,BOK_090,audiobook_rental,2024-07-21,dataset_2,2,688
TXN_01930,USR_471,BOK_031,ebook_rental,2024-07-21,dataset_2,3,688
TXN_00145,USR_111,BOK_172,ebook_rental,2024-07-22,dataset_2,3,687
TXN_01308,USR_286,BOK_218,ebook_rental,2024-07-22,dataset_2,3,687
TXN_00853,USR_132,BOK_119,audiobook_rental,2024-07-24,dataset_2,2,685
TXN_00283,USR_373,BOK_041,paperback_purchase,2024-07-25,dataset_2,5,684
T01091,U0297,B0017,ebook_rental,2024-07-25,dataset_1,3,684
T01150,U0309,B0288,audiobook_rental,2024-07-26,dataset_1,2,683
TXN_01957,USR_486,BOK_154,paperback_purchase,2024-07-27,dataset_2,5,682
TXN_01160,USR_238,BOK_258,ebook_rental,2024-07-27,dataset_2,3,682
T01306,U0349,B0180,ebook_rental,2024-07-27,dataset_1,3,682
T00067,U0029,B0076,paperback_purchase,2024-07-28,dataset_1,5,681
TXN_01355,USR_303,BOK_188,ebook_rental,2024-07-28,dataset_2,3,681
TXN_01048,USR_204,BOK_174,ebook_rental,2024-07-29,dataset_2,3,680
T00245,U0080,B0086,ebook_rental,2024-07-29,dataset_1,3,680
TXN_01905,USR_460,BOK_106,audiobook_rental,2024-07-29,dataset_2,2,680
T01352,U0362,B0059,audiobook_rental,2024-07-30,dataset_1,2,679
TXN_01860,USR_447,BOK_151,ebook_rental,2024-07-30,dataset_2,3,679
T01451,U0393,B0180,audiobook_rental,2024-07-31,dataset_1,2,678
T01617,U0446,B0104,ebook_rental,2024-08-01,dataset_1,3,677
T00069,U0029,B0165,audiobook_rental,2024-08-01,dataset_1,2,677
T01107,U0299,B0187,audiobook_rental,2024-08-01,dataset_1,2,677
TXN_01456,USR_335,BOK_090,audiobook_rental,2024-08-02,dataset_2,2,676
TXN_00537,USR_046,BOK_029,paperback_purchase,2024-08-02,dataset_2,5,676
TXN_01661,USR_389,BOK_117,paperback_purchase,2024-08-02,dataset_2,5,676
T00745,U0216,B0086,ebook_rental,2024-08-03,dataset_1,3,675
T00256,U0084,B0237,ebook_rental,2024-08-03,dataset_1,3,675
TXN_00994,USR_182,BOK_208,audiobook_rental,2024-08-04,dataset_2,2,674
TXN_00358,USR_271,BOK_078,paperback_purchase,2024-08-05,dataset_2,5,673
TXN_01790,USR_426,BOK_222,ebook_rental,2024-08-05,dataset_2,3,673
TXN_01234,USR_263,BOK_234,paperback_purchase,2024-08-06,dataset_2,5,672
TXN_01876,USR_450,BOK_222,ebook_rental,2024-08-06,dataset_2,3,672
T00455,U0142,B0106,paperback_purchase,2024-08-06,dataset_1,5,672
TXN_01931,USR_471,BOK_230,ebook_rental,2024-08-07,dataset_2,3,671
TXN_00995,USR_182,BOK_172,ebook_rental,2024-08-07,dataset_2,3,671
TXN_01029,USR_198,BOK_061,audiobook_rental,2024-08-07,dataset_2,2,671
T01622,U0448,B0160,paperback_purchase,2024-08-07,dataset_1,5,671
T01814,U0495,B0272,audiobook_rental,2024-08-07,dataset_1,2,671
TXN_00146,USR_111,BOK_172,ebook_rental,2024-08-07,dataset_2,3,671
T00891,U0249,B0072,audiobook_rental,2024-08-08,dataset_1,2,670
T00368,U0116,B0094,audiobook_rental,2024-08-09,dataset_1,2,669
TXN_01226,USR_261,BOK_261,audiobook_rental,2024-08-09,dataset_2,2,669
T01817,U0495,B0117,audiobook_rental,2024-08-09,dataset_1,2,669
TXN_01835,USR_438,BOK_275,audiobook_rental,2024-08-10,dataset_2,2,668
T01805,U0490,B0198,paperback_purchase,2024-08-11,dataset_1,5,667
T01535,U0418,B0186,paperback_purchase,2024-08-12,dataset_1,5,666
T00055,U0021,B0183,audiobook_rental,2024-08-13,dataset_1,2,665
TXN_00811,USR_123,BOK_007,ebook_rental,2024-08-13,dataset_2,3,665
T00060,U0026,B0201,ebook_rental,2024-08-14,dataset_1,3,664
TXN_00147,USR_111,BOK_172,ebook_rental,2024-08-14,dataset_2,3,664
T01140,U0309,B0061,ebook_rental,2024-08-15,dataset_1,3,663
TXN_00235,USR_076,BOK_133,paperback_purchase,2024-08-15,dataset_2,5,663
T00755,U0217,B0015,ebook_rental,2024-08-15,dataset_1,3,663
TXN_01575,USR_366,BOK_222,ebook_rental,2024-08-15,dataset_2,3,663
TXN_00455,USR_023,BOK_163,ebook_rental,2024-08-16,dataset_2,3,662
TXN_01457,USR_335,BOK_203,audiobook_rental,2024-08-18,dataset_2,2,660
TXN_01148,USR_234,BOK_219,audiobook_rental,2024-08-19,dataset_2,2,659
T01662,U0458,B0094,audiobook_rental,2024-08-19,dataset_1,2,659
TXN_00266,USR_393,BOK_046,ebook_rental,2024-08-20,dataset_2,3,658
TXN_01820,USR_435,BOK_084,paperback_purchase,2024-08-21,dataset_2,5,657
T00404,U0128,B0126,ebook_rental,2024-08-23,dataset_1,3,655
TXN_00236,USR_076,BOK_238,paperback_purchase,2024-08-23,dataset_2,5,655
T00994,U0273,B0102,ebook_rental,2024-08-23,dataset_1,3,655
TXN_00705,USR_092,BOK_029,paperback_purchase,2024-08-24,dataset_2,5,654
TXN_01139,USR_230,BOK_163,ebook_rental,2024-08-24,dataset_2,3,654
T01465,U0397,B0217,ebook_rental,2024-08-24,dataset_1,3,654
TXN_00842,USR_129,BOK_242,ebook_rental,2024-08-24,dataset_2,3,654
